,Date,Seller,State,Product,Unit_Value,Qty_sold,Sales_amount,Profit,Payment_term,State_name,Month,Weekday,Profit_margin,Region
6665,2021-07-04,Paula Amorim,ES,Notebook,700,2,1400,500,Payment slip,"Espírito Santo, ES",July-2021,Sun,0.3571,Southeast
6666,2021-07-04,Vanessa Souza,RS,Cellphone,300,2,600,300,Credit card,"Rio Grande do Sul, RS",July-2021,Sun,0.5,South
6667,2021-07-04,Bruna Castro,RS,Tablet,500,0,0,0,Credit card,"Rio Grande do Sul, RS",July-2021,Sun,,South
6668,2021-07-04,Bruna Castro,MT,Notebook,700,1,700,300,Payment slip,"Mato Grosso, MT",July-2021,Sun,0.4286,Midwest
6669,2021-07-04,Bruna Castro,RR,Cellphone,300,2,600,400,Credit card,"Roraima, RR",July-2021,Sun,0.6667,North
6670,2021-07-04,Bruna Castro,RS,Tablet,500,1,500,200,Credit card,"Rio Grande do Sul, RS",July-2021,Sun,0.4,South
6671,2021-07-04,Bruna Castro,AM,Notebook,700,2,1400,900,Credit card,"Amazonas, AM",July-2021,Sun,0.6429,North
6672,2021-07-05,Marco Maia,RR,Cellphone,300,5,1500,900,Credit card,"Roraima, RR",July-2021,Mon,0.6,North
6673,2021-07-05,Marco Maia,PB,Tablet,500,6,3000,1100,Payment slip,"Paraíba, PB",July-2021,Mon,0.3667,Northeast
6674,2021-07-05,Marco Maia,AP,Notebook,700,3,2100,600,Credit card,"Amapá, AP",July-2021,Mon,0.2857,North
6675,2021-07-05,Paula Amorim,RJ,Cellphone,300,5,1500,700,Payment slip,"Rio de Janeiro, RJ",July-2021,Mon,0.4667,Southeast
6676,2021-07-05,Paula Amorim,MT,Tablet,500,4,2000,700,Credit card,"Mato Grosso, MT",July-2021,Mon,0.35,Midwest
6677,2021-07-05,Paula Amorim,PR,Notebook,700,4,2800,1200,Credit card,"Paraná, PR",July-2021,Mon,0.4286,South
6678,2021-07-05,Vanessa Souza,PI,Cellphone,300,7,2100,700,Payment slip,"Piauí, PI",July-2021,Mon,0.3333,Northeast
6679,2021-07-05,Vanessa Souza,RJ,Tablet,500,2,1000,400,Credit card,"Rio de Janeiro, RJ",July-2021,Mon,0.4,Southeast
6680,2021-07-05,Bruna Castro,DF,Notebook,700,6,4200,1000,Credit card,"Distrito Federal, DF",July-2021,Mon,0.2381,Midwest
6681,2021-07-05,Bruna Castro,SC,Cellphone,300,3,900,500,Credit card,"Santa Catarina, SC",July-2021,Mon,0.5556,South
6682,2021-07-05,Bruna Castro,AL,Tablet,500,5,2500,900,Credit card,"Alagoas, AL",July-2021,Mon,0.36,Northeast
6683,2021-07-05,Bruna Castro,MG,Notebook,700,7,4900,2000,Credit card,"Minas Gerais, MG",July-2021,Mon,0.4082,Southeast
6684,2021-07-05,Marco Maia,RS,Cellphone,300,2,600,300,Credit card,"Rio Grande do Sul, RS",July-2021,Mon,0.5,South
6685,2021-07-05,Marco Maia,TO,Tablet,500,0,0,0,Credit card,"Tocantins, TO",July-2021,Mon,,North
6686,2021-07-05,Marco Maia,MG,Notebook,700,2,1400,700,Payment slip,"Minas Gerais, MG",July-2021,Mon,0.5,Southeast
6687,2021-07-05,Paula Amorim,CE,Cellphone,300,7,2100,1100,Credit card,"Ceará, CE",July-2021,Mon,0.5238,Northeast
6688,2021-07-05,Paula Amorim,AP,Tablet,500,0,0,0,Payment slip,"Amapá, AP",July-2021,Mon,,North
6689,2021-07-05,Paula Amorim,AL,Notebook,700,7,4900,1500,Credit card,"Alagoas, AL",July-2021,Mon,0.3061,Northeast
6690,2021-07-05,Vanessa Souza,PE,Cellphone,300,2,600,200,Credit card,"Pernambuco, PE",July-2021,Mon,0.3333,Northeast
6691,2021-07-05,Bruna Castro,PE,Tablet,500,2,1000,300,Credit card,"Pernambuco, PE",July-2021,Mon,0.3,Northeast
6692,2021-07-05,Vanessa Souza,SC,Notebook,700,5,3500,900,Credit card,"Santa Catarina, SC",July-2021,Mon,0.2571,South
6693,2021-07-05,Bruna Castro,CE,Cellphone,300,3,900,500,Credit card,"Ceará, CE",July-2021,Mon,0.5556,Northeast
6694,2021-07-05,Bruna Castro,RJ,Tablet,500,2,1000,200,Payment slip,"Rio de Janeiro, RJ",July-2021,Mon,0.2,Southeast
6695,2021-07-05,Bruna Castro,MA,Notebook,700,0,0,0,Credit card,"Maranhão, MA",July-2021,Mon,,Northeast
6696,2021-07-05,Marco Maia,PE,Cellphone,300,3,900,500,Credit card,"Pernambuco, PE",July-2021,Mon,0.5556,Northeast
6697,2021-07-05,Marco Maia,PE,Tablet,500,3,1500,700,Payment slip,"Pernambuco, PE",July-2021,Mon,0.4667,Northeast
6698,2021-07-05,Marco Maia,PI,Notebook,700,3,2100,900,Payment slip,"Piauí, PI",July-2021,Mon,0.4286,Northeast
6699,2021-07-05,Paula Amorim,MT,Cellphone,300,2,600,200,Credit card,"Mato Grosso, MT",July-2021,Mon,0.3333,Midwest
6700,2021-07-05,Paula Amorim,MT,Tablet,500,1,500,200,Payment slip,"Mato Grosso, MT",July-2021,Mon,0.4,Midwest
6701,2021-07-05,Paula Amorim,MG,Notebook,700,2,1400,600,Credit card,"Minas Gerais, MG",July-2021,Mon,0.4286,Southeast
6702,2021-07-05,Vanessa Souza,PI,Cellphone,300,2,600,200,Credit card,"Piauí, PI",July-2021,Mon,0.3333,Northeast
6703,2021-07-05,Vanessa Souza,MG,Tablet,500,2,1000,600,Payment slip,"Minas Gerais, MG",July-2021,Mon,0.6,Southeast
6704,2021-07-05,Vanessa Souza,SE,Notebook,700,2,1400,400,Credit card,"Sergipe, SE",July-2021,Mon,0.2857,Northeast
6705,2021-07-05,Bruna Castro,RJ,Cellphone,300,2,600,300,Credit card,"Rio de Janeiro, RJ",July-2021,Mon,0.5,Southeast
6706,2021-07-05,Bruna Castro,MS,Tablet,500,2,1000,400,Payment slip,"Mato Grosso do Sul, MS",July-2021,Mon,0.4,Midwest
6707,2021-07-05,Bruna Castro,RR,Notebook,700,1,700,400,Credit card,"Roraima, RR",July-2021,Mon,0.5714,North
6708,2021-07-06,Marco Maia,ES,Cellphone,300,2,600,200,Credit card,"Espírito Santo, ES",July-2021,Tue,0.3333,Southeast
6709,2021-07-06,Marco Maia,TO,Tablet,500,1,500,300,Credit card,"Tocantins, TO",July-2021,Tue,0.6,North
6710,2021-07-06,Marco Maia,RJ,Notebook,700,5,3500,2100,Credit card,"Rio de Janeiro, RJ",July-2021,Tue,0.6,Southeast
6711,2021-07-06,Paula Amorim,DF,Cellphone,300,1,300,200,Credit card,"Distrito Federal, DF",July-2021,Tue,0.6667,Midwest
6712,2021-07-06,Paula Amorim,TO,Tablet,500,3,1500,900,Credit card,"Tocantins, TO",July-2021,Tue,0.6,North
6713,2021-07-06,Paula Amorim,RR,Notebook,700,6,4200,2600,Credit card,"Roraima, RR",July-2021,Tue,0.619,North
6714,2021-07-06,Vanessa Souza,AP,Cellphone,300,1,300,200,Credit card,"Amapá, AP",July-2021,Tue,0.6667,North
6715,2021-07-06,Bruna Castro,AL,Tablet,500,1,500,200,Credit card,"Alagoas, AL",July-2021,Tue,0.4,Northeast
6716,2021-07-06,Vanessa Souza,PI,Notebook,700,2,1400,400,Credit card,"Piauí, PI",July-2021,Tue,0.2857,Northeast
6717,2021-07-06,Bruna Castro,PA,Cellphone,300,4,1200,600,Credit card,"Pará, PA",July-2021,Tue,0.5,North
6718,2021-07-06,Bruna Castro,RJ,Tablet,500,3,1500,800,Credit card,"Rio de Janeiro, RJ",July-2021,Tue,0.5333,Southeast
6719,2021-07-06,Bruna Castro,MT,Notebook,700,7,4900,1200,Payment slip,"Mato Grosso, MT",July-2021,Tue,0.2449,Midwest
6720,2021-07-06,Marco Maia,PA,Cellphone,300,1,300,200,Credit card,"Pará, PA",July-2021,Tue,0.6667,North
6721,2021-07-06,Marco Maia,RN,Tablet,500,4,2000,600,Payment slip,"Rio Grande do Norte, RN",July-2021,Tue,0.3,Northeast
6722,2021-07-06,Marco Maia,BA,Notebook,700,6,4200,2100,Payment slip,"Bahia, BA",July-2021,Tue,0.5,Northeast
6723,2021-07-06,Paula Amorim,SE,Cellphone,300,5,1500,900,Credit card,"Sergipe, SE",July-2021,Tue,0.6,Northeast
6724,2021-07-06,Paula Amorim,RS,Tablet,500,5,2500,900,Credit card,"Rio Grande do Sul, RS",July-2021,Tue,0.36,South
6725,2021-07-06,Paula Amorim,SE,Notebook,700,8,5600,1200,Payment slip,"Sergipe, SE",July-2021,Tue,0.2143,Northeast
6726,2021-07-06,Bruna Castro,RJ,Cellphone,300,7,2100,500,Credit card,"Rio de Janeiro, RJ",July-2021,Tue,0.2381,Southeast
6727,2021-07-06,Vanessa Souza,MG,Tablet,500,9,4500,1000,Credit card,"Minas Gerais, MG",July-2021,Tue,0.2222,Southeast
6728,2021-07-06,Bruna Castro,SC,Notebook,700,3,2100,1400,Credit card,"Santa Catarina, SC",July-2021,Tue,0.6667,South
6729,2021-07-06,Bruna Castro,MS,Cellphone,300,1,300,200,Credit card,"Mato Grosso do Sul, MS",July-2021,Tue,0.6667,Midwest
6730,2021-07-06,Bruna Castro,PR,Tablet,500,0,0,0,Credit card,"Paraná, PR",July-2021,Tue,,South
6731,2021-07-06,Bruna Castro,AC,Notebook,700,1,700,200,Credit card,"Acre, AC",July-2021,Tue,0.2857,North
6732,2021-07-06,Marco Maia,RS,Cellphone,300,6,1800,700,Credit card,"Rio Grande do Sul, RS",July-2021,Tue,0.3889,South
6733,2021-07-06,Marco Maia,SP,Tablet,500,6,3000,1600,Payment slip,"São Paulo, SP",July-2021,Tue,0.5333,Southeast
6734,2021-07-06,Marco Maia,RJ,Notebook,700,3,2100,1200,Credit card,"Rio de Janeiro, RJ",July-2021,Tue,0.5714,Southeast
6735,2021-07-06,Paula Amorim,DF,Cellphone,300,1,300,200,Credit card,"Distrito Federal, DF",July-2021,Tue,0.6667,Midwest
6736,2021-07-06,Paula Amorim,AP,Tablet,500,1,500,200,Credit card,"Amapá, AP",July-2021,Tue,0.4,North
6737,2021-07-06,Paula Amorim,RS,Notebook,700,1,700,400,Credit card,"Rio Grande do Sul, RS",July-2021,Tue,0.5714,South
6738,2021-07-06,Bruna Castro,PE,Cellphone,300,1,300,200,Credit card,"Pernambuco, PE",July-2021,Tue,0.6667,Northeast
6739,2021-07-06,Bruna Castro,PE,Tablet,500,0,0,0,Credit card,"Pernambuco, PE",July-2021,Tue,,Northeast
6740,2021-07-06,Bruna Castro,PR,Notebook,700,0,0,0,Credit card,"Paraná, PR",July-2021,Tue,,South
6741,2021-07-06,Bruna Castro,TO,Cellphone,300,1,300,100,Payment slip,"Tocantins, TO",July-2021,Tue,0.3333,North
6742,2021-07-06,Bruna Castro,SE,Tablet,500,2,1000,400,Credit card,"Sergipe, SE",July-2021,Tue,0.4,Northeast
6743,2021-07-06,Bruna Castro,RR,Notebook,700,2,1400,700,Credit card,"Roraima, RR",July-2021,Tue,0.5,North
6744,2021-07-07,Marco Maia,AP,Cellphone,300,4,1200,400,Payment slip,"Amapá, AP",July-2021,Wed,0.3333,North
6745,2021-07-07,Marco Maia,AL,Tablet,500,0,0,0,Credit card,"Alagoas, AL",July-2021,Wed,,Northeast
6746,2021-07-07,Marco Maia,GO,Notebook,700,1,700,200,Credit card,"Goias, GO",July-2021,Wed,0.2857,Midwest
6747,2021-07-07,Paula Amorim,MS,Cellphone,300,7,2100,500,Credit card,"Mato Grosso do Sul, MS",July-2021,Wed,0.2381,Midwest
6748,2021-07-07,Paula Amorim,RR,Tablet,500,8,4000,1700,Credit card,"Roraima, RR",July-2021,Wed,0.425,North
6749,2021-07-07,Paula Amorim,RJ,Notebook,700,7,4900,2200,Credit card,"Rio de Janeiro, RJ",July-2021,Wed,0.449,Southeast
6750,2021-07-07,Vanessa Souza,AC,Cellphone,300,6,1800,600,Credit card,"Acre, AC",July-2021,Wed,0.3333,North
6751,2021-07-07,Bruna Castro,RN,Tablet,500,1,500,100,Credit card,"Rio Grande do Norte, RN",July-2021,Wed,0.2,Northeast
6752,2021-07-07,Bruna Castro,SE,Notebook,700,2,1400,800,Credit card,"Sergipe, SE",July-2021,Wed,0.5714,Northeast
6753,2021-07-07,Bruna Castro,PE,Cellphone,300,8,2400,700,Payment slip,"Pernambuco, PE",July-2021,Wed,0.2917,Northeast
6754,2021-07-07,Bruna Castro,SC,Tablet,500,3,1500,700,Credit card,"Santa Catarina, SC",July-2021,Wed,0.4667,South
6755,2021-07-07,Bruna Castro,SP,Notebook,700,4,2800,600,Credit card,"São Paulo, SP",July-2021,Wed,0.2143,Southeast
6756,2021-07-07,Marco Maia,SE,Cellphone,300,5,1500,800,Payment slip,"Sergipe, SE",July-2021,Wed,0.5333,Northeast
6757,2021-07-07,Marco Maia,SP,Tablet,500,2,1000,400,Payment slip,"São Paulo, SP",July-2021,Wed,0.4,Southeast
6758,2021-07-07,Marco Maia,PR,Notebook,700,1,700,300,Payment slip,"Paraná, PR",July-2021,Wed,0.4286,South
6759,2021-07-07,Paula Amorim,RO,Cellphone,300,6,1800,1000,Credit card,"Rondônia, RO",July-2021,Wed,0.5556,North
6760,2021-07-07,Paula Amorim,RO,Tablet,500,7,3500,1100,Credit card,"Rondônia, RO",July-2021,Wed,0.3143,North
6761,2021-07-07,Paula Amorim,ES,Notebook,700,0,0,0,Credit card,"Espírito Santo, ES",July-2021,Wed,,Southeast
6762,2021-07-07,Vanessa Souza,SC,Cellphone,300,3,900,500,Payment slip,"Santa Catarina, SC",July-2021,Wed,0.5556,South
6763,2021-07-07,Vanessa Souza,PB,Tablet,500,9,4500,2700,Credit card,"Paraíba, PB",July-2021,Wed,0.6,Northeast
6764,2021-07-07,Vanessa Souza,SP,Notebook,700,7,4900,2000,Credit card,"São Paulo, SP",July-2021,Wed,0.4082,Southeast
6765,2021-07-07,Bruna Castro,DF,Cellphone,300,4,1200,700,Credit card,"Distrito Federal, DF",July-2021,Wed,0.5833,Midwest
6766,2021-07-07,Bruna Castro,MA,Tablet,500,2,1000,500,Payment slip,"Maranhão, MA",July-2021,Wed,0.5,Northeast
6767,2021-07-07,Bruna Castro,GO,Notebook,700,2,1400,800,Credit card,"Goias, GO",July-2021,Wed,0.5714,Midwest
6768,2021-07-07,Marco Maia,SP,Cellphone,300,1,300,200,Credit card,"São Paulo, SP",July-2021,Wed,0.6667,Southeast
6769,2021-07-07,Marco Maia,GO,Tablet,500,5,2500,800,Credit card,"Goias, GO",July-2021,Wed,0.32,Midwest
6770,2021-07-07,Marco Maia,SP,Notebook,700,6,4200,1600,Credit card,"São Paulo, SP",July-2021,Wed,0.381,Southeast
6771,2021-07-07,Paula Amorim,AL,Cellphone,300,1,300,100,Payment slip,"Alagoas, AL",July-2021,Wed,0.3333,Northeast
6772,2021-07-07,Paula Amorim,PA,Tablet,500,2,1000,300,Credit card,"Pará, PA",July-2021,Wed,0.3,North
6773,2021-07-07,Paula Amorim,SP,Notebook,700,1,700,300,Credit card,"São Paulo, SP",July-2021,Wed,0.4286,Southeast
6774,2021-07-07,Bruna Castro,PB,Cellphone,300,1,300,100,Credit card,"Paraíba, PB",July-2021,Wed,0.3333,Northeast
6775,2021-07-07,Vanessa Souza,SE,Tablet,500,2,1000,400,Payment slip,"Sergipe, SE",July-2021,Wed,0.4,Northeast
6776,2021-07-07,Bruna Castro,BA,Notebook,700,1,700,300,Credit card,"Bahia, BA",July-2021,Wed,0.4286,Northeast
6777,2021-07-07,Bruna Castro,RJ,Cellphone,300,1,300,100,Credit card,"Rio de Janeiro, RJ",July-2021,Wed,0.3333,Southeast
6778,2021-07-07,Bruna Castro,RO,Tablet,500,1,500,100,Credit card,"Rondônia, RO",July-2021,Wed,0.2,North
6779,2021-07-07,Bruna Castro,SE,Notebook,700,2,1400,800,Credit card,"Sergipe, SE",July-2021,Wed,0.5714,Northeast
6780,2021-07-08,Marco Maia,PI,Cellphone,300,0,0,0,Credit card,"Piauí, PI",July-2021,Thu,,Northeast
6781,2021-07-08,Marco Maia,PI,Tablet,500,3,1500,400,Credit card,"Piauí, PI",July-2021,Thu,0.2667,Northeast
6782,2021-07-08,Marco Maia,TO,Notebook,700,3,2100,700,Payment slip,"Tocantins, TO",July-2021,Thu,0.3333,North
6783,2021-07-08,Paula Amorim,DF,Cellphone,300,8,2400,1200,Credit card,"Distrito Federal, DF",July-2021,Thu,0.5,Midwest
6784,2021-07-08,Paula Amorim,AM,Tablet,500,8,4000,1000,Credit card,"Amazonas, AM",July-2021,Thu,0.25,North
6785,2021-07-08,Paula Amorim,SE,Notebook,700,6,4200,2000,Credit card,"Sergipe, SE",July-2021,Thu,0.4762,Northeast
6786,2021-07-08,Vanessa Souza,SC,Cellphone,300,6,1800,400,Payment slip,"Santa Catarina, SC",July-2021,Thu,0.2222,South
6787,2021-07-08,Vanessa Souza,RS,Tablet,500,7,3500,2200,Credit card,"Rio Grande do Sul, RS",July-2021,Thu,0.6286,South
6788,2021-07-08,Vanessa Souza,PE,Notebook,700,6,4200,2000,Credit card,"Pernambuco, PE",July-2021,Thu,0.4762,Northeast
6789,2021-07-08,Bruna Castro,AC,Cellphone,300,7,2100,600,Credit card,"Acre, AC",July-2021,Thu,0.2857,North
6790,2021-07-08,Bruna Castro,PA,Tablet,500,0,0,0,Credit card,"Pará, PA",July-2021,Thu,,North
6791,2021-07-08,Bruna Castro,PA,Notebook,700,6,4200,1600,Credit card,"Pará, PA",July-2021,Thu,0.381,North
6792,2021-07-08,Marco Maia,MS,Cellphone,300,2,600,300,Credit card,"Mato Grosso do Sul, MS",July-2021,Thu,0.5,Midwest
6793,2021-07-08,Marco Maia,ES,Tablet,500,6,3000,1500,Credit card,"Espírito Santo, ES",July-2021,Thu,0.5,Southeast
6794,2021-07-08,Marco Maia,RS,Notebook,700,4,2800,1700,Credit card,"Rio Grande do Sul, RS",July-2021,Thu,0.6071,South
6795,2021-07-08,Paula Amorim,MG,Cellphone,300,5,1500,300,Credit card,"Minas Gerais, MG",July-2021,Thu,0.2,Southeast
6796,2021-07-08,Paula Amorim,BA,Tablet,500,3,1500,700,Credit card,"Bahia, BA",July-2021,Thu,0.4667,Northeast
6797,2021-07-08,Paula Amorim,AP,Notebook,700,1,700,200,Credit card,"Amapá, AP",July-2021,Thu,0.2857,North
6798,2021-07-08,Bruna Castro,PI,Cellphone,300,8,2400,1300,Payment slip,"Piauí, PI",July-2021,Thu,0.5417,Northeast
6799,2021-07-08,Bruna Castro,RR,Tablet,500,9,4500,1900,Payment slip,"Roraima, RR",July-2021,Thu,0.4222,North
6800,2021-07-08,Vanessa Souza,SE,Notebook,700,5,3500,800,Credit card,"Sergipe, SE",July-2021,Thu,0.2286,Northeast
6801,2021-07-08,Bruna Castro,RS,Cellphone,300,0,0,0,Credit card,"Rio Grande do Sul, RS",July-2021,Thu,,South
6802,2021-07-08,Bruna Castro,PI,Tablet,500,3,1500,500,Credit card,"Piauí, PI",July-2021,Thu,0.3333,Northeast
6803,2021-07-08,Bruna Castro,DF,Notebook,700,4,2800,800,Credit card,"Distrito Federal, DF",July-2021,Thu,0.2857,Midwest
6804,2021-07-08,Marco Maia,RJ,Cellphone,300,6,1800,700,Credit card,"Rio de Janeiro, RJ",July-2021,Thu,0.3889,Southeast
6805,2021-07-08,Marco Maia,AM,Tablet,500,3,1500,900,Credit card,"Amazonas, AM",July-2021,Thu,0.6,North
6806,2021-07-08,Marco Maia,ES,Notebook,700,5,3500,1600,Credit card,"Espírito Santo, ES",July-2021,Thu,0.4571,Southeast
6807,2021-07-08,Paula Amorim,AP,Cellphone,300,3,900,500,Credit card,"Amapá, AP",July-2021,Thu,0.5556,North
6808,2021-07-08,Paula Amorim,MT,Tablet,500,1,500,200,Credit card,"Mato Grosso, MT",July-2021,Thu,0.4,Midwest
6809,2021-07-08,Paula Amorim,DF,Notebook,700,0,0,0,Payment slip,"Distrito Federal, DF",July-2021,Thu,,Midwest
6810,2021-07-08,Bruna Castro,SE,Cellphone,300,2,600,200,Credit card,"Sergipe, SE",July-2021,Thu,0.3333,Northeast
6811,2021-07-08,Vanessa Souza,MS,Tablet,500,1,500,300,Credit card,"Mato Grosso do Sul, MS",July-2021,Thu,0.6,Midwest
6812,2021-07-08,Bruna Castro,DF,Notebook,700,1,700,400,Credit card,"Distrito Federal, DF",July-2021,Thu,0.5714,Midwest
6813,2021-07-08,Bruna Castro,AP,Cellphone,300,3,900,400,Payment slip,"Amapá, AP",July-2021,Thu,0.4444,North
6814,2021-07-08,Bruna Castro,MT,Tablet,500,2,1000,200,Payment slip,"Mato Grosso, MT",July-2021,Thu,0.2,Midwest
6815,2021-07-08,Bruna Castro,DF,Notebook,700,2,1400,900,Payment slip,"Distrito Federal, DF",July-2021,Thu,0.6429,Midwest
6816,2021-07-09,Marco Maia,AL,Cellphone,300,3,900,300,Credit card,"Alagoas, AL",July-2021,Fri,0.3333,Northeast
6817,2021-07-09,Marco Maia,MA,Tablet,500,5,2500,1200,Credit card,"Maranhão, MA",July-2021,Fri,0.48,Northeast
6818,2021-07-09,Marco Maia,AM,Notebook,700,5,3500,2000,Credit card,"Amazonas, AM",July-2021,Fri,0.5714,North
6819,2021-07-09,Paula Amorim,CE,Cellphone,300,8,2400,700,Credit card,"Ceará, CE",July-2021,Fri,0.2917,Northeast
6820,2021-07-09,Paula Amorim,PB,Tablet,500,7,3500,1600,Credit card,"Paraíba, PB",July-2021,Fri,0.4571,Northeast
6821,2021-07-09,Paula Amorim,SC,Notebook,700,3,2100,1300,Credit card,"Santa Catarina, SC",July-2021,Fri,0.619,South
6822,2021-07-09,Bruna Castro,GO,Cellphone,300,2,600,200,Payment slip,"Goias, GO",July-2021,Fri,0.3333,Midwest
6823,2021-07-09,Bruna Castro,DF,Tablet,500,2,1000,600,Credit card,"Distrito Federal, DF",July-2021,Fri,0.6,Midwest
6824,2021-07-09,Vanessa Souza,AL,Notebook,700,1,700,400,Credit card,"Alagoas, AL",July-2021,Fri,0.5714,Northeast
6825,2021-07-09,Bruna Castro,CE,Cellphone,300,8,2400,1400,Credit card,"Ceará, CE",July-2021,Fri,0.5833,Northeast
6826,2021-07-09,Bruna Castro,AM,Tablet,500,4,2000,1000,Credit card,"Amazonas, AM",July-2021,Fri,0.5,North
6827,2021-07-09,Bruna Castro,AL,Notebook,700,4,2800,800,Credit card,"Alagoas, AL",July-2021,Fri,0.2857,Northeast
6828,2021-07-09,Marco Maia,PE,Cellphone,300,6,1800,900,Credit card,"Pernambuco, PE",July-2021,Fri,0.5,Northeast
6829,2021-07-09,Marco Maia,TO,Tablet,500,1,500,200,Credit card,"Tocantins, TO",July-2021,Fri,0.4,North
6830,2021-07-09,Marco Maia,MA,Notebook,700,4,2800,1700,Credit card,"Maranhão, MA",July-2021,Fri,0.6071,Northeast
6831,2021-07-09,Paula Amorim,SP,Cellphone,300,4,1200,700,Payment slip,"São Paulo, SP",July-2021,Fri,0.5833,Southeast
6832,2021-07-09,Paula Amorim,SC,Tablet,500,8,4000,2200,Credit card,"Santa Catarina, SC",July-2021,Fri,0.55,South
6833,2021-07-09,Paula Amorim,AP,Notebook,700,8,5600,3100,Credit card,"Amapá, AP",July-2021,Fri,0.5536,North
6834,2021-07-09,Vanessa Souza,PR,Cellphone,300,4,1200,800,Credit card,"Paraná, PR",July-2021,Fri,0.6667,South
6835,2021-07-09,Bruna Castro,RN,Tablet,500,9,4500,2800,Credit card,"Rio Grande do Norte, RN",July-2021,Fri,0.6222,Northeast
6836,2021-07-09,Vanessa Souza,PR,Notebook,700,4,2800,1700,Credit card,"Paraná, PR",July-2021,Fri,0.6071,South
6837,2021-07-09,Bruna Castro,AC,Cellphone,300,2,600,400,Credit card,"Acre, AC",July-2021,Fri,0.6667,North
6838,2021-07-09,Bruna Castro,AM,Tablet,500,2,1000,300,Credit card,"Amazonas, AM",July-2021,Fri,0.3,North
6839,2021-07-09,Bruna Castro,MA,Notebook,700,1,700,100,Credit card,"Maranhão, MA",July-2021,Fri,0.1429,Northeast
6840,2021-07-09,Marco Maia,ES,Cellphone,300,0,0,0,Credit card,"Espírito Santo, ES",July-2021,Fri,,Southeast
6841,2021-07-09,Marco Maia,PR,Tablet,500,3,1500,300,Credit card,"Paraná, PR",July-2021,Fri,0.2,South
6842,2021-07-09,Marco Maia,DF,Notebook,700,4,2800,1700,Credit card,"Distrito Federal, DF",July-2021,Fri,0.6071,Midwest
6843,2021-07-09,Paula Amorim,RR,Cellphone,300,1,300,100,Credit card,"Roraima, RR",July-2021,Fri,0.3333,North
6844,2021-07-09,Paula Amorim,MT,Tablet,500,1,500,100,Credit card,"Mato Grosso, MT",July-2021,Fri,0.2,Midwest
6845,2021-07-09,Paula Amorim,TO,Notebook,700,2,1400,400,Payment slip,"Tocantins, TO",July-2021,Fri,0.2857,North
6846,2021-07-09,Vanessa Souza,AC,Cellphone,300,1,300,100,Credit card,"Acre, AC",July-2021,Fri,0.3333,North
6847,2021-07-09,Vanessa Souza,AL,Tablet,500,3,1500,700,Credit card,"Alagoas, AL",July-2021,Fri,0.4667,Northeast
6848,2021-07-09,Vanessa Souza,PE,Notebook,700,4,2800,1500,Credit card,"Pernambuco, PE",July-2021,Fri,0.5357,Northeast
6849,2021-07-09,Bruna Castro,ES,Cellphone,300,1,300,100,Payment slip,"Espírito Santo, ES",July-2021,Fri,0.3333,Southeast
6850,2021-07-09,Bruna Castro,MS,Tablet,500,1,500,300,Credit card,"Mato Grosso do Sul, MS",July-2021,Fri,0.6,Midwest
6851,2021-07-09,Bruna Castro,PR,Notebook,700,3,2100,800,Credit card,"Paraná, PR",July-2021,Fri,0.381,South
6852,2021-07-10,Marco Maia,CE,Cellphone,300,2,600,200,Credit card,"Ceará, CE",July-2021,Sat,0.3333,Northeast
6853,2021-07-10,Marco Maia,SC,Tablet,500,0,0,0,Credit card,"Santa Catarina, SC",July-2021,Sat,,South
6854,2021-07-10,Marco Maia,RJ,Notebook,700,3,2100,1000,Credit card,"Rio de Janeiro, RJ",July-2021,Sat,0.4762,Southeast
6855,2021-07-10,Paula Amorim,MT,Cellphone,300,1,300,200,Payment slip,"Mato Grosso, MT",July-2021,Sat,0.6667,Midwest
6856,2021-07-10,Paula Amorim,AP,Tablet,500,5,2500,1500,Payment slip,"Amapá, AP",July-2021,Sat,0.6,North
6857,2021-07-10,Paula Amorim,PI,Notebook,700,3,2100,1200,Credit card,"Piauí, PI",July-2021,Sat,0.5714,Northeast
6858,2021-07-10,Vanessa Souza,SE,Cellphone,300,6,1800,600,Payment slip,"Sergipe, SE",July-2021,Sat,0.3333,Northeast
6859,2021-07-10,Vanessa Souza,CE,Tablet,500,4,2000,900,Credit card,"Ceará, CE",July-2021,Sat,0.45,Northeast
6860,2021-07-10,Vanessa Souza,BA,Notebook,700,1,700,200,Credit card,"Bahia, BA",July-2021,Sat,0.2857,Northeast
6861,2021-07-10,Bruna Castro,MS,Cellphone,300,2,600,200,Credit card,"Mato Grosso do Sul, MS",July-2021,Sat,0.3333,Midwest
6862,2021-07-10,Bruna Castro,DF,Tablet,500,0,0,0,Credit card,"Distrito Federal, DF",July-2021,Sat,,Midwest
6863,2021-07-10,Bruna Castro,PR,Notebook,700,5,3500,1300,Credit card,"Paraná, PR",July-2021,Sat,0.3714,South
6864,2021-07-10,Marco Maia,RS,Cellphone,300,0,0,0,Credit card,"Rio Grande do Sul, RS",July-2021,Sat,,South
6865,2021-07-10,Marco Maia,PB,Tablet,500,5,2500,800,Credit card,"Paraíba, PB",July-2021,Sat,0.32,Northeast
6866,2021-07-10,Marco Maia,MG,Notebook,700,6,4200,2700,Credit card,"Minas Gerais, MG",July-2021,Sat,0.6429,Southeast
6867,2021-07-10,Paula Amorim,PA,Cellphone,300,5,1500,700,Credit card,"Pará, PA",July-2021,Sat,0.4667,North
